annotation_id;annotator;comment;created_at;id;lead_time;rating;sentiment;updated_at;Вопрос решен;Нравится качество выполнения заявки;Нравится качество работы сотрудников;Нравится скорость отработки заявок;Понравилось выполнение заявки
103;1;спасибо за быстрое реагирование;12.05.2025 19:00;3888009;1.437;5;Нравится скорость отработки заявок;12.05.2025 19:00;;;;;
104;1;оперативно сработали благодарю;12.05.2025 19:00;3888318;2.261;5;Нравится скорость отработки заявок;12.05.2025 19:00;;;;;
105;1;спасибо сантехнику алексею все сделано качественно;12.05.2025 19:00;3888354;8.752;5;"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Вопрос решен""]}";12.05.2025 19:00;;;;;
106;1;огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику прибывшему в воскресенье через 20 минут после написания заявки все решилось наилучшим образом вот так бы все вопросы оперативно решались;12.05.2025 19:01;3888539;22.601;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}";12.05.2025 19:01;;;;;
107;1;очень оперативно и никуда не пришлось ходить;12.05.2025 19:01;3888591;34.548;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:01;;;;;
108;1;проблема решена;12.05.2025 19:01;3888606;1.611;5;Вопрос решен;12.05.2025 19:01;;;;;
109;1;очень оперативно отреагировали спасибо;12.05.2025 19:01;3888633;2.759;5;Нравится скорость отработки заявок;12.05.2025 19:01;;;;;
110;1;оперативно качественно вопросов не возникло спасибо;12.05.2025 19:01;3888794;5.337;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}";12.05.2025 19:01;;;;;
111;1;благодарю за оперативность;12.05.2025 19:01;3888828;1.18;5;Нравится скорость отработки заявок;12.05.2025 19:01;;;;;
112;1;спасибо за оперативное решение проблемы;12.05.2025 19:02;3889213;3.197;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:02;;;;;
113;1;оперативная работа;12.05.2025 19:02;3889473;2.328;1;Нравится скорость отработки заявок;12.05.2025 19:02;;;;;
114;1;оперативное решение проблемы;12.05.2025 19:02;3889502;5.472;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:02;;;;;
115;1;первый раз вы решили вопрос быстро;12.05.2025 19:02;3889542;6.374;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:02;;;;;
116;1;отлично спасибо;12.05.2025 19:02;3889783;2.688;5;Вопрос решен;12.05.2025 19:02;;;;;
117;1;спасибо большое татьяна;12.05.2025 19:02;3889827;5.032;5;Вопрос решен;12.05.2025 19:02;;;;;
118;1;лучший мастер на свете спасибо большое;12.05.2025 19:02;3889956;13.362;5;Нравится качество работы сотрудников;12.05.2025 19:02;;;;;
119;1;спасибо большое что починили домофон;12.05.2025 19:02;3890030;1.642;5;Вопрос решен;12.05.2025 19:02;;;;;
120;1;отличная работа;12.05.2025 19:02;3890209;1.556;5;Вопрос решен;12.05.2025 19:02;;;;;
121;1;спасибо огромное за помощь;12.05.2025 19:02;3890231;2.53;5;Вопрос решен;12.05.2025 19:02;;;;;
122;1;обычная услуга цена правда завышена за около 10ти минут работы;12.05.2025 19:03;3890239;29.895;5;Вопрос решен;12.05.2025 19:03;;;;;
123;1;отличная работа теперь дверь закрывается плавно спасибо;12.05.2025 19:03;3890275;3.255;5;Вопрос решен;12.05.2025 19:03;;;;;
124;1;все супер быстро спасибо;12.05.2025 19:03;3890393;3.132;5;Нравится скорость отработки заявок;12.05.2025 19:03;;;;;
125;1;оперативно спасибо;12.05.2025 19:03;3890484;1.335;5;Нравится скорость отработки заявок;12.05.2025 19:03;;;;;
126;1;молодцы оперативно;12.05.2025 19:03;3890517;1.272;5;Нравится скорость отработки заявок;12.05.2025 19:03;;;;;
127;1;вопрос решился быстро спасибо;12.05.2025 19:03;3890604;1.984;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:03;;;;;
128;1;александру спасибо за объяснение причины бульканья;12.05.2025 19:04;3890678;31.698;5;Нравится качество работы сотрудников;12.05.2025 19:04;;;;;
129;1;спасибо вс быстро;12.05.2025 19:04;3890716;3.547;5;Нравится скорость отработки заявок;12.05.2025 19:04;;;;;
130;1;спасибо исправили мою ошибку;12.05.2025 19:04;3890985;3.795;5;Вопрос решен;12.05.2025 19:04;;;;;
131;1;мастер сделал все очень быстро и аккуратно;12.05.2025 19:04;3891095;8.925;5;"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}";12.05.2025 19:04;;;;;
132;1;очень вежливый и профессиональный мастер устранил все недочеты оперативно и качественно просто отлично спасибо;12.05.2025 19:04;3891325;15.25;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}";12.05.2025 19:04;;;;;
133;1;иван огромное спасибо вам;12.05.2025 19:04;3891380;5.525;5;Вопрос решен;12.05.2025 19:04;;;;;
134;1;среагировали за 20 минут;12.05.2025 19:05;3891477;12.564;5;Нравится скорость отработки заявок;12.05.2025 19:05;;;;;
135;1;спасибо специалисту роману который помог мне наконецто решить мой вопрос очень грамотный и вежливый специалист;12.05.2025 19:05;3891489;36.009;5;"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}";12.05.2025 19:05;;;;;
136;1;спасибо в тот же день электрик решил проблему;12.05.2025 19:05;3891568;5.745;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:05;;;;;
137;1;лифт и полы помыли большое спасибо за уборку ждм установку зеркал в лифтах;12.05.2025 19:06;3891612;19.814;5;"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}";12.05.2025 19:06;;;;;
138;1;да все верно спасибо;12.05.2025 19:06;3891850;17.194;5;Вопрос решен;12.05.2025 19:06;;;;;
139;1;спасибо вс бистро устранили;12.05.2025 19:06;3891871;3.177;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:06;;;;;
140;1;спасибо вроде бы стало лучше;12.05.2025 19:06;3891943;4.184;4;Вопрос решен;12.05.2025 19:06;;;;;
141;1;спасибо большое за вашу быструю и профессиональную помощь;12.05.2025 19:06;3892115;18.221;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Вопрос решен""]}";12.05.2025 19:06;;;;;
142;1;все быстро не смотря на поздний час;12.05.2025 19:07;3892189;10.326;5;Нравится скорость отработки заявок;12.05.2025 19:07;;;;;
143;1;ответ был предоставлен оперативно и в полном объеме;12.05.2025 19:07;3892432;9.944;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}";12.05.2025 19:07;;;;;
144;1;спасибо огромное напор стал отличным;12.05.2025 19:07;3892474;4.157;5;Вопрос решен;12.05.2025 19:07;;;;;
145;1;спасибо там правда все убрали и стало прям чисто если можете еще отмыть пятна чегото буду очень вам признателен возможно там нужна не только тряпка;12.05.2025 19:07;3892548;24.012;5;"{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}";12.05.2025 19:07;;;;;
146;1;сделали;12.05.2025 19:07;3892589;1.6;5;Вопрос решен;12.05.2025 19:07;;;;;
147;1;спасибо мастеру сергею за четкую работу;12.05.2025 19:08;3892591;16.077;5;"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Вопрос решен""]}";12.05.2025 19:08;;;;;
148;1;наконец то очень надеюсь что через 2 дня он не встанет снова;12.05.2025 19:08;3892629;17.599;4;Вопрос решен;12.05.2025 19:08;;;;;
149;1;благодарим очень оперативно;12.05.2025 19:08;3892632;3.894;5;Нравится скорость отработки заявок;12.05.2025 19:08;;;;;
150;1;быстро мастеру большое спасибо;12.05.2025 19:08;3892659;8.338;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}";12.05.2025 19:08;;;;;
151;1;вопрос решен быстро спасибо мастеру фото выполненной работы приложил и даже позвонил;12.05.2025 19:08;3892748;21.231;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}";12.05.2025 19:08;;;;;
152;1;главное что проблема решена спасибо;12.05.2025 19:08;3892858;1.561;5;Вопрос решен;12.05.2025 19:08;;;;;
153;1;спасибо все сделали быстро очень вежливые сотрудники;12.05.2025 19:09;3892909;8.598;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}";12.05.2025 19:09;;;;;
154;1;спасибо что решили проблему оперативно;12.05.2025 19:09;3892910;3.593;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:09;;;;;
155;1;оперативно внимательно вежливо спасибо;12.05.2025 19:09;3893074;4.741;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:09;;;;;
156;1;спасибо вс оперативно сделали;12.05.2025 19:09;3893110;1.952;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:09;;;;;
157;1;была распечатана бумажная квитанцияхочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение самолетук;12.05.2025 19:09;3893437;28.792;5;"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}";12.05.2025 19:09;;;;;
158;1;заявка быстра принята в работу проблема решена спасибо;12.05.2025 19:09;3893476;3.515;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:09;;;;;
159;1;молодцы быстро;12.05.2025 19:09;3893532;6.885;5;Нравится скорость отработки заявок;12.05.2025 19:09;;;;;
160;1;спасибо большое за оперативность;12.05.2025 19:10;3893735;2.342;5;Нравится скорость отработки заявок;12.05.2025 19:10;;;;;
161;1;спасибо большоевсех благ и процветание вашей компании;12.05.2025 19:10;3893860;10.552;5;"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}";12.05.2025 19:10;;;;;
162;1;спасибо электрику;12.05.2025 19:10;3893967;5.892;5;"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}";12.05.2025 19:10;;;;;
163;1;вс грамотно по полочкам объяснил;12.05.2025 19:10;3894064;3.241;5;Понравилось выполнение заявки;12.05.2025 19:10;;;;;
164;1;благодарю за быстро и качественно оказанную услугу;12.05.2025 19:10;3894130;17.968;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}";12.05.2025 19:10;;;;;
165;1;спасибо за оперативное решение вопроса;12.05.2025 19:10;3894191;8.179;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:10;;;;;
166;1;огромное спасибо быстро и качественно;12.05.2025 19:11;3894326;10.653;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}";12.05.2025 19:11;;;;;
167;1;спасибо за ремонт;12.05.2025 19:24;3894440;5.698;5;Вопрос решен;12.05.2025 19:24;;;;;
168;1;благодарю менеджера татьяну;12.05.2025 19:24;3894680;15.992;5;Нравится качество работы сотрудников;12.05.2025 19:24;;;;;
169;1;благодарю менеджера;12.05.2025 19:24;3894684;1.738;5;Нравится качество работы сотрудников;12.05.2025 19:24;;;;;
170;1;сотрудники молодцы;12.05.2025 19:24;3894714;2.768;5;Нравится качество работы сотрудников;12.05.2025 19:24;;;;;
171;1;оперативно и качественно браво;12.05.2025 19:24;3894893;12.457;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}";12.05.2025 19:24;;;;;
172;1;спасибо огромное оперативно и качественно решили проблему;12.05.2025 19:24;3894902;5.223;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Вопрос решен""]}";12.05.2025 19:24;;;;;
173;1;поднималась сегодня с утра запаха нет совсем спасибо большое;12.05.2025 19:25;3895042;21.252;5;"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}";12.05.2025 19:25;;;;;
174;1;специалист проконсультировал сориентировал по срокам;12.05.2025 19:25;3895051;16.583;5;Вопрос решен;12.05.2025 19:25;;;;;
175;1;спасибо быстро и качественно;12.05.2025 19:25;3895064;10.114;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Вопрос решен""]}";12.05.2025 19:25;;;;;
176;1;быстро и оперативно;12.05.2025 19:25;3895519;3.51;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}";12.05.2025 19:25;;;;;
177;1;оперативно пока работает;12.05.2025 19:25;3895624;7.489;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:25;;;;;
178;1;лика спасибо вам за оперативный ответ и подробные разъяснения по работе с приложением;12.05.2025 19:26;3895634;13.783;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}";12.05.2025 19:26;;;;;
179;1;отличный сотрудник;12.05.2025 19:26;3895794;2.058;5;Нравится качество работы сотрудников;12.05.2025 19:26;;;;;
180;1;спасибо мастеру олегу;12.05.2025 19:26;3895805;2.948;5;Нравится качество работы сотрудников;12.05.2025 19:26;;;;;
181;1;для точной оценки нужно пережить зиму и понять лучше стало или нет;12.05.2025 19:26;3895874;10.128;5;Вопрос решен;12.05.2025 19:26;;;;;
182;1;спасибо большое за оперативность уже оценили песочек очень хороший чистый дети были очень рады что в песочнице достаточное количество песка;12.05.2025 19:26;3895925;19.363;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}";12.05.2025 19:26;;;;;
183;1;быстрокачественно;12.05.2025 19:26;3896179;5.437;5;"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}";12.05.2025 19:26;;;;;
184;1;спасибо большое вс решили быстро;12.05.2025 19:27;3896191;11.253;5;"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}";12.05.2025 19:27;;;;;
185;1;оперативно быстро;12.05.2025 19:27;3896230;11.561;5;Нравится скорость отработки заявок;12.05.2025 19:27;;;;;
186;1;оказали не только услугу по приобретению ключано ещ установили приложение ук самолт;12.05.2025 19:27;3896480;10.315;5;Вопрос решен;12.05.2025 19:27;;;;;
