"annotation_id","annotator","comment","created_at","id","lead_time","rating","sentiment","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки"
127,"1","спасибо вам среагировали оперативнобыстро а так же вс время были на связи","2025-05-13T11:20:08.365263Z",3859780,1.987,5,"Нравится скорость отработки заявок","2025-05-13T11:20:08.365263Z","","","","",""
128,"1","среагировали быстро благодарю","2025-05-13T11:20:17.196262Z",3860248,1.594,5,"Нравится скорость отработки заявок","2025-05-13T11:20:17.196262Z","","","","",""
129,"1","отличный мастер","2025-05-13T11:20:20.096269Z",3862448,1.281,5,"Нравится качество работы сотрудников","2025-05-13T11:20:20.096269Z","","","","",""
130,"1","спасибо по крайней мере по ночам пока шума не слышно","2025-05-13T11:20:34.338125Z",3863351,9.136,5,"Нравится качество выполнения заявки","2025-05-13T11:20:34.338125Z","","","","",""
131,"1","быстро","2025-05-13T11:20:37.446246Z",3863609,1.398,5,"Нравится скорость отработки заявок","2025-05-13T11:20:37.446246Z","","","","",""
132,"1","спасибо за своевременное выполнение заявки","2025-05-13T11:20:43.285263Z",3866829,3.118,5,"Нравится скорость отработки заявок","2025-05-13T11:20:43.285263Z","","","","",""
133,"1","все сделали быстро спасибо","2025-05-13T11:20:47.155250Z",3866867,1.332,5,"Нравится скорость отработки заявок","2025-05-13T11:20:47.155250Z","","","","",""
134,"1","вс отлично","2025-05-13T11:20:54.087602Z",3868883,5.605,5,"Понравилось выполнение заявки","2025-05-13T11:20:54.087602Z","","","","",""
135,"1","большое спасибо александруза оперативность и профессионализм","2025-05-13T11:21:05.337492Z",3872124,4.841,5,"Нравится скорость отработки заявок","2025-05-13T11:21:05.338492Z","","","","",""
136,"1","оперативно и качественно спасибо","2025-05-13T11:21:10.690632Z",3873692,3.397,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-13T11:21:10.690632Z","","","","",""
137,"1","благодарю всего доброго","2025-05-13T11:21:18.842953Z",3875262,5.875,5,"Понравилось выполнение заявки","2025-05-13T11:21:18.842953Z","","","","",""
138,"1","к мастеру вопросов нет","2025-05-13T11:21:28.022735Z",3877334,26.723999999999997,3,"","2025-05-13T11:23:56.408173Z","","","","",""
139,"1","мастер быстро решил проблемувс исправилочень довольнаспасибо","2025-05-13T11:21:35.284238Z",3877901,4.562,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-13T11:21:35.284238Z","","","","",""
140,"1","вытяжка заработала спасибо отдельное спасибо мастеру который сообщил что нет причин препятствующих подключению вытяжки к домовой вентиляции","2025-05-13T11:21:42.471746Z",3878088,1.832,5,"Нравится качество работы сотрудников","2025-05-13T11:21:42.471746Z","","","","",""
141,"1","спасибо большое надолго ли","2025-05-13T11:21:50.576224Z",3878555,3.942,5,"Понравилось выполнение заявки","2025-05-13T11:21:50.576224Z","","","","",""
142,"1","вс очень четко организовано большое спасибо за работу","2025-05-13T11:22:08.701217Z",3879856,11.314,5,"Понравилось выполнение заявки","2025-05-13T11:22:08.701217Z","","","","",""
143,"1","спасибо вам большое и за дверь и за номера квартир","2025-05-13T11:22:16.893217Z",3880345,1.794,5,"Понравилось выполнение заявки","2025-05-13T11:22:16.893217Z","","","","",""
144,"1","в день создания заявки рабочие оперативно пришли и весь ужас убрали огромная благодарность","2025-05-13T11:24:20.808608Z",3881004,18.693,5,"Нравится скорость отработки заявок","2025-05-13T11:24:20.808608Z","","","","",""
145,"1","спасибо все заработало","2025-05-13T11:24:27.728165Z",3881460,3.266,5,"Нравится качество выполнения заявки","2025-05-13T11:24:27.728165Z","","","","",""
146,"1","спасибо решили мой вопрос на месте в офисе","2025-05-13T11:24:34.917170Z",3881636,5.816,5,"Понравилось выполнение заявки","2025-05-13T11:24:34.917170Z","","","","",""
147,"1","спасибо больше ольге птушкине за проделанную работу","2025-05-13T11:24:40.358191Z",3882840,2.087,5,"Нравится качество работы сотрудников","2025-05-13T11:24:40.358191Z","","","","",""
148,"1","вс сделали хорошо починили вовремя наверное молодцы","2025-05-13T11:24:49.756155Z",3883200,3.674,5,"Понравилось выполнение заявки","2025-05-13T11:24:49.756155Z","","","","",""
149,"1","супер спасибо","2025-05-13T11:24:53.292182Z",3883549,1.478,5,"Понравилось выполнение заявки","2025-05-13T11:24:53.292182Z","","","","",""
150,"1","отлично все выполнили как и обещали","2025-05-13T11:25:00.775156Z",3883658,4.338,5,"Понравилось выполнение заявки","2025-05-13T11:25:00.775156Z","","","","",""
151,"1","очень оперативно спасибо большое","2025-05-13T11:25:05.667157Z",3883736,1.49,5,"Нравится скорость отработки заявок","2025-05-13T11:25:05.667157Z","","","","",""
152,"1","мастер андрей помог подобрать оборудование краныпереходники для подключения быстро и качественно произвел подключение стиральной машинки огромное ему спасибо","2025-05-13T11:25:11.708908Z",3883745,1.244,5,"Нравится качество работы сотрудников","2025-05-13T11:25:11.708908Z","","","","",""
153,"1","умело подкрутили редукторы давления молодец","2025-05-13T11:25:32.593139Z",3884964,13.701,5,"Нравится качество выполнения заявки","2025-05-13T11:25:32.593139Z","","","","",""
154,"1","все хорошодверь практически бесшумно закрывается","2025-05-13T11:25:39.833276Z",3885089,3.495,5,"Нравится качество выполнения заявки","2025-05-13T11:25:39.833276Z","","","","",""
155,"1","проблемы как таковой не было я в процессе поиска страх компании и всего лишь спасибо сотрудникам","2025-05-13T11:26:18.880121Z",3886150,26.173,5,"Вопрос решен","2025-05-13T11:26:18.880121Z","","","","",""
156,"1","быстро чтко без проблем одно слово мастер","2025-05-13T11:26:27.273076Z",3886231,2.535,5,"Нравится качество работы сотрудников","2025-05-13T11:26:27.273076Z","","","","",""
157,"1","работает спасибо","2025-05-13T11:26:31.587501Z",3886721,3.187,5,"Понравилось выполнение заявки","2025-05-13T11:26:31.587501Z","","","","",""
158,"1","сегодня ездил все исправно работает спасибо","2025-05-13T11:26:41.637108Z",3886923,1.301,5,"Понравилось выполнение заявки","2025-05-13T11:26:41.637108Z","","","","",""
159,"1","спасибо большое вс понятно","2025-05-13T11:26:55.354097Z",3886937,10.446,5,"Понравилось выполнение заявки","2025-05-13T11:26:55.354097Z","","","","",""
160,"1","татьяна спасибо","2025-05-13T11:26:58.029443Z",3887002,1.409,5,"Нравится качество работы сотрудников","2025-05-13T11:26:58.029443Z","","","","",""
161,"1","на вопрос ответили крепления нельзя повесить в колясочной","2025-05-13T11:27:18.392099Z",3887203,6.796,5,"Вопрос решен","2025-05-13T11:27:18.392099Z","","","","",""
162,"1","большое спасибо","2025-05-13T11:27:22.003103Z",3887228,1.406,5,"Понравилось выполнение заявки","2025-05-13T11:27:22.003103Z","","","","",""
163,"1","лучший","2025-05-13T11:27:24.730103Z",3887353,1.511,5,"Нравится качество работы сотрудников","2025-05-13T11:27:24.730103Z","","","","",""
164,"1","спасибо за то что быстро отреагировали","2025-05-13T11:27:30.114246Z",3887392,3.259,5,"Нравится скорость отработки заявок","2025-05-13T11:27:30.115246Z","","","","",""
165,"1","сервис на высоте мастер профессионал","2025-05-13T11:27:33.872706Z",3887422,1.411,5,"Нравится качество работы сотрудников","2025-05-13T11:27:33.872706Z","","","","",""
166,"1","спасибо все работает","2025-05-13T11:27:46.086327Z",3887743,7.271,5,"Нравится качество выполнения заявки","2025-05-13T11:27:46.086327Z","","","","",""
167,"1","заявка выполнена спасибо","2025-05-13T11:27:53.520444Z",3887844,4.345,5,"Вопрос решен","2025-05-13T11:27:53.520444Z","","","","",""
168,"1","дверь закрывается намного лучше","2025-05-13T11:28:00.083341Z",3887922,1.564,5,"Нравится качество выполнения заявки","2025-05-13T11:28:00.083341Z","","","","",""
169,"1","спасибо за быстрое реагирование","2025-05-13T11:28:03.485084Z",3888009,1.703,5,"Нравится скорость отработки заявок","2025-05-13T11:28:03.485084Z","","","","",""
170,"1","оперативно сработали благодарю","2025-05-13T11:28:08.162703Z",3888318,1.312,5,"Нравится скорость отработки заявок","2025-05-13T11:28:08.162703Z","","","","",""
171,"1","спасибо сантехнику алексею все сделано качественно","2025-05-13T11:28:12.402841Z",3888354,1.977,5,"Нравится качество работы сотрудников","2025-05-13T11:28:12.402841Z","","","","",""
172,"1","огромное человеческое спасибо за оперативность выполнения работы нашему дежурному сантехнику прибывшему в воскресенье через 20 минут после написания заявки все решилось наилучшим образом вот так бы все вопросы оперативно решались","2025-05-13T11:28:19.808080Z",3888539,27.309,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}","2025-05-13T11:29:06.586057Z","","","","",""
173,"1","очень оперативно и никуда не пришлось ходить","2025-05-13T11:29:13.008089Z",3888591,2.361,5,"Нравится скорость отработки заявок","2025-05-13T11:29:13.008089Z","","","","",""
174,"1","проблема решена","2025-05-13T11:29:16.809056Z",3888606,2.245,5,"Вопрос решен","2025-05-13T11:29:16.809056Z","","","","",""
175,"1","очень оперативно отреагировали спасибо","2025-05-13T11:29:21.220057Z",3888633,2.896,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}","2025-05-13T11:29:21.220057Z","","","","",""
176,"1","оперативно качественно вопросов не возникло спасибо","2025-05-13T11:29:45.906626Z",3888794,15.274,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-13T11:29:45.907627Z","","","","",""
177,"1","благодарю за оперативность","2025-05-13T11:29:49.260664Z",3888828,1.168,5,"Нравится скорость отработки заявок","2025-05-13T11:29:49.260664Z","","","","",""
178,"1","спасибо за оперативное решение проблемы","2025-05-13T11:29:54.149003Z",3889213,1.61,5,"Нравится скорость отработки заявок","2025-05-13T11:29:54.149003Z","","","","",""
179,"1","оперативная работа","2025-05-13T11:29:57.521852Z",3889473,4.954000000000001,1,"","2025-05-13T11:30:01.785033Z","","","","",""
180,"1","оперативное решение проблемы","2025-05-13T11:30:07.622030Z",3889502,1.717,5,"Нравится скорость отработки заявок","2025-05-13T11:30:07.622030Z","","","","",""
181,"1","первый раз вы решили вопрос быстро","2025-05-13T11:30:31.719022Z",3889542,9.526,5,"Нравится скорость отработки заявок","2025-05-13T11:30:31.719022Z","","","","",""
182,"1","отлично спасибо","2025-05-13T11:30:35.043029Z",3889783,1.743,5,"Понравилось выполнение заявки","2025-05-13T11:30:35.043029Z","","","","",""
183,"1","спасибо большое татьяна","2025-05-13T11:30:38.118884Z",3889827,1.171,5,"Нравится качество работы сотрудников","2025-05-13T11:30:38.118884Z","","","","",""
184,"1","лучший мастер на свете спасибо большое","2025-05-13T11:30:41.840454Z",3889956,2.079,5,"Нравится качество работы сотрудников","2025-05-13T11:30:41.840454Z","","","","",""
185,"1","спасибо большое что починили домофон","2025-05-13T11:30:48.880017Z",3890030,7.7059999999999995,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}","2025-05-13T11:30:56.150700Z","","","","",""
186,"1","отличная работа","2025-05-13T11:30:59.674020Z",3890209,5.083,5,"Понравилось выполнение заявки","2025-05-13T11:31:03.826605Z","","","","",""
187,"1","спасибо огромное за помощь","2025-05-13T11:31:08.470007Z",3890231,1.416,5,"Понравилось выполнение заявки","2025-05-13T11:31:08.470007Z","","","","",""
188,"1","обычная услуга цена правда завышена за около 10ти минут работы","2025-05-13T11:31:20.115007Z",3890239,10.102,5,"Вопрос решен","2025-05-13T11:31:20.115007Z","","","","",""
189,"1","отличная работа теперь дверь закрывается плавно спасибо","2025-05-13T11:31:27.479987Z",3890275,3.637,5,"Нравится качество выполнения заявки","2025-05-13T11:31:27.479987Z","","","","",""
190,"1","все супер быстро спасибо","2025-05-13T11:31:33.505006Z",3890393,3.58,5,"Нравится скорость отработки заявок","2025-05-13T11:31:33.505006Z","","","","",""
191,"1","оперативно спасибо","2025-05-13T11:31:36.760998Z",3890484,1.71,5,"Нравится скорость отработки заявок","2025-05-13T11:31:36.760998Z","","","","",""
192,"1","супер","2025-05-13T11:31:42.192083Z",3890486,3.956,5,"Вопрос решен","2025-05-13T11:31:42.192083Z","","","","",""
193,"1","молодцы оперативно","2025-05-13T11:31:46.013143Z",3890517,2.04,5,"Нравится скорость отработки заявок","2025-05-13T11:31:46.013143Z","","","","",""
194,"1","вопрос решился быстро спасибо","2025-05-13T11:31:51.805481Z",3890604,3.49,5,"Нравится скорость отработки заявок","2025-05-13T11:31:51.805481Z","","","","",""
195,"1","александру спасибо за объяснение причины бульканья","2025-05-13T11:31:58.867245Z",3890678,2.643,5,"Нравится качество работы сотрудников","2025-05-13T11:31:58.867245Z","","","","",""
196,"1","спасибо вс быстро","2025-05-13T11:32:02.729896Z",3890716,2.636,5,"Нравится скорость отработки заявок","2025-05-13T11:32:02.729896Z","","","","",""
197,"1","спасибо исправили мою ошибку","2025-05-13T11:32:13.690416Z",3890985,8.062,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T11:32:13.690416Z","","","","",""
198,"1","мастер сделал все очень быстро и аккуратно","2025-05-13T11:32:20.860472Z",3891095,5.535,5,"{""choices"":[""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}","2025-05-13T11:32:20.860472Z","","","","",""
199,"1","очень вежливый и профессиональный мастер устранил все недочеты оперативно и качественно просто отлично спасибо","2025-05-13T11:32:26.666894Z",3891325,4.556,5,"Нравится качество работы сотрудников","2025-05-13T11:32:26.666894Z","","","","",""
200,"1","иван огромное спасибо вам","2025-05-13T11:32:30.840979Z",3891380,1.607,5,"Нравится качество работы сотрудников","2025-05-13T11:32:30.840979Z","","","","",""
201,"1","среагировали за 20 минут","2025-05-13T11:32:34.618485Z",3891477,1.409,5,"Нравится скорость отработки заявок","2025-05-13T11:32:34.618485Z","","","","",""
202,"1","спасибо специалисту роману который помог мне наконецто решить мой вопрос очень грамотный и вежливый специалист","2025-05-13T11:32:40.624039Z",3891489,2.827,5,"Нравится качество работы сотрудников","2025-05-13T11:32:40.624039Z","","","","",""
203,"1","спасибо в тот же день электрик решил проблему","2025-05-13T11:32:51.186993Z",3891568,8.192,5,"Нравится качество работы сотрудников","2025-05-13T11:32:51.186993Z","","","","",""
204,"1","лифт и полы помыли большое спасибо за уборку ждм установку зеркал в лифтах","2025-05-13T11:33:04.459910Z",3891612,11.44,5,"Понравилось выполнение заявки","2025-05-13T11:33:04.459910Z","","","","",""
205,"1","да все верно спасибо","2025-05-13T11:33:12.294642Z",3891850,5.986,5,"Понравилось выполнение заявки","2025-05-13T11:33:12.294642Z","","","","",""
206,"1","спасибо вс бистро устранили","2025-05-13T11:33:20.981959Z",3891871,5.132,5,"Нравится скорость отработки заявок","2025-05-13T11:33:20.981959Z","","","","",""
207,"1","спасибо вроде бы стало лучше","2025-05-13T11:33:26.613965Z",3891943,3.509,4,"Понравилось выполнение заявки","2025-05-13T11:33:26.613965Z","","","","",""
208,"1","спасибо большое за вашу быструю и профессиональную помощь","2025-05-13T11:33:31.156953Z",3892115,2.578,5,"Нравится скорость отработки заявок","2025-05-13T11:33:31.156953Z","","","","",""
209,"1","все быстро не смотря на поздний час","2025-05-13T11:33:36.114612Z",3892189,1.391,5,"Нравится скорость отработки заявок","2025-05-13T11:33:36.114612Z","","","","",""
210,"1","ответ был предоставлен оперативно и в полном объеме","2025-05-13T11:33:45.031951Z",3892432,6.656,5,"Нравится скорость отработки заявок","2025-05-13T11:33:45.031951Z","","","","",""
211,"1","спасибо огромное напор стал отличным","2025-05-13T11:33:53.086013Z",3892474,3.983,5,"Нравится качество выполнения заявки","2025-05-13T11:33:53.086013Z","","","","",""
212,"1","спасибо там правда все убрали и стало прям чисто если можете еще отмыть пятна чегото буду очень вам признателен возможно там нужна не только тряпка","2025-05-13T11:34:12.242309Z",3892548,17.423,5,"{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}","2025-05-13T11:34:12.242309Z","","","","",""
213,"1","сделали","2025-05-13T11:34:16.406944Z",3892589,1.539,5,"Вопрос решен","2025-05-13T11:34:16.406944Z","","","","",""
214,"1","спасибо мастеру сергею за четкую работу","2025-05-13T11:34:22.973020Z",3892591,4.144,5,"Нравится качество работы сотрудников","2025-05-13T11:34:22.973020Z","","","","",""
215,"1","наконец то очень надеюсь что через 2 дня он не встанет снова","2025-05-13T11:34:30.661935Z",3892629,2.779,4,"Вопрос решен","2025-05-13T11:34:30.661935Z","","","","",""
216,"1","благодарим очень оперативно","2025-05-13T11:34:35.792928Z",3892632,3.202,5,"Нравится скорость отработки заявок","2025-05-13T11:34:35.792928Z","","","","",""
217,"1","быстро мастеру большое спасибо","2025-05-13T11:34:43.526174Z",3892659,5.461,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-13T11:34:43.526174Z","","","","",""
218,"1","вопрос решен быстро спасибо мастеру фото выполненной работы приложил и даже позвонил","2025-05-13T11:34:53.602918Z",3892748,8.162,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-13T11:34:53.602918Z","","","","",""
219,"1","главное что проблема решена спасибо","2025-05-13T11:35:00.127573Z",3892858,3.638,5,"Понравилось выполнение заявки","2025-05-13T11:35:00.127573Z","","","","",""
220,"1","спасибо все сделали быстро очень вежливые сотрудники","2025-05-13T11:35:05.571431Z",3892909,2.58,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}","2025-05-13T11:35:05.571431Z","","","","",""
221,"1","спасибо что решили проблему оперативно","2025-05-13T11:35:09.709913Z",3892910,2.541,5,"Нравится скорость отработки заявок","2025-05-13T11:35:09.709913Z","","","","",""
222,"1","оперативно внимательно вежливо спасибо","2025-05-13T11:35:16.851403Z",3893074,1.521,5,"Нравится скорость отработки заявок","2025-05-13T11:35:16.851403Z","","","","",""
223,"1","спасибо вс оперативно сделали","2025-05-13T11:35:21.341914Z",3893110,1.558,5,"Нравится скорость отработки заявок","2025-05-13T11:35:21.341914Z","","","","",""
224,"1","была распечатана бумажная квитанцияхочу поблагодарить работника расчетного отдела за разьяснения по квитанции и как найти электронный вариант квитанции в приложение самолетук","2025-05-13T11:35:31.483913Z",3893437,1.312,5,"Нравится качество работы сотрудников","2025-05-13T11:35:31.483913Z","","","","",""
225,"1","заявка быстра принята в работу проблема решена спасибо","2025-05-13T11:35:38.655902Z",3893476,2.745,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-13T11:35:38.655902Z","","","","",""
226,"1","молодцы быстро","2025-05-13T11:35:43.690899Z",3893532,2.853,5,"Нравится скорость отработки заявок","2025-05-13T11:35:43.690899Z","","","","",""
227,"1","спасибо большое за оперативность","2025-05-13T11:35:49.055900Z",3893735,1.191,5,"Нравится скорость отработки заявок","2025-05-13T11:35:49.055900Z","","","","",""
228,"1","спасибо большоевсех благ и процветание вашей компании","2025-05-13T11:35:53.900898Z",3893860,1.509,5,"Понравилось выполнение заявки","2025-05-13T11:35:53.900898Z","","","","",""
229,"1","спасибо электрику","2025-05-13T11:35:57.975664Z",3893967,1.932,5,"Нравится качество работы сотрудников","2025-05-13T11:35:57.976663Z","","","","",""
230,"1","вс грамотно по полочкам объяснил","2025-05-13T11:36:04.612478Z",3894064,1.654,5,"Понравилось выполнение заявки","2025-05-13T11:36:04.612478Z","","","","",""
231,"1","благодарю за быстро и качественно оказанную услугу","2025-05-13T11:36:14.361672Z",3894130,3.162,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-13T11:36:14.361672Z","","","","",""
232,"1","спасибо за оперативное решение вопроса","2025-05-13T11:36:18.933771Z",3894191,1.38,5,"Нравится скорость отработки заявок","2025-05-13T11:36:18.933771Z","","","","",""
233,"1","огромное спасибо быстро и качественно","2025-05-13T11:36:34.336286Z",3894326,12.345,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}","2025-05-13T11:36:34.336286Z","","","","",""
234,"1","спасибо за ремонт","2025-05-13T11:36:39.139635Z",3894440,2.919,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-13T11:36:39.139635Z","","","","",""
235,"1","благодарю менеджера татьяну","2025-05-13T11:36:43.509063Z",3894680,1.153,5,"Нравится качество работы сотрудников","2025-05-13T11:36:43.509063Z","","","","",""
236,"1","благодарю менеджера","2025-05-13T11:36:46.381557Z",3894684,1.928,5,"Нравится качество работы сотрудников","2025-05-13T11:36:46.381557Z","","","","",""
237,"1","сотрудники молодцы","2025-05-13T11:36:50.193055Z",3894714,2.272,5,"Нравится качество работы сотрудников","2025-05-13T11:36:50.193055Z","","","","",""
